"Ультрабук 14"" ноутбук HP 840G2 (i5/8/500)";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_14_noutbuk_hp_840g2_i58500_1064488680;25 000;м. Московская
Новый Ультрабук HP EliteBook 840 G4 Core i7 IPS 4G;https://www.avito.ru/sankt-peterburg/noutbuki/novyy_ultrabuk_hp_elitebook_840_g4_core_i7_ips_4g_1319028210;55 000;м. Ладожская
Ультрабук asus S400C (i7 и SSD);https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_s400c_i7_i_ssd_1549987201;22 500;м. Пролетарская
Ультрабук Asus K56C на GT 740M с Подарком;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_k56c_na_gt_740m_s_podarkom_1513923757;17 000;м. Проспект Ветеранов
"Lenovo T440S Ультрабук, 14""FullHD IPS экран, SSD";https://www.avito.ru/sankt-peterburg/noutbuki/lenovo_t440s_ultrabuk_14fullhd_ips_ekran_ssd_1554568149;31 500;м. Нарвская
Dell Latitude E7470 Ультрабук;https://www.avito.ru/sankt-peterburg/noutbuki/dell_latitude_e7470_ultrabuk_1614414862;10 000;м. Московская
"Ультрабук HP, 14"" экран IPS Full, 8Gb RAM, SSD";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_14_ekran_ips_full_8gb_ram_ssd_1594011051?slocation=653240;27 000;
Ультрабук с игровым видео HP EliteBook 840 G1;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_s_igrovym_video_hp_elitebook_840_g1_1014695752?slocation=653240;23 000;
Ультрабук HP Sleekbook 15 в отличном состоянии;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_sleekbook_15_v_otlichnom_sostoyanii_1519064905?slocation=653240;13 500;
Ультрабук Dell E7440 Core i5 SSD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_e7440_core_i5_ssd_1219778359;29 000;м. Озерки
Ультрабук Lenovo(2-Ядра 320gb ddr3-4Gb Radeon) 6-ч;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo2-yadra_320gb_ddr3-4gb_radeon_6-ch_538988439;8 900 ;м. Адмиралтейская
Lenovo S40-70 ультрабук (или обмен);https://www.avito.ru/sankt-peterburg/noutbuki/lenovo_s40-70_ultrabuk_ili_obmen_1474077979;9 500 ;м. Проспект Просвещения
Игровой Ультрабук с GT750 Full HD IPS 14/i5/6gb;https://www.avito.ru/sankt-peterburg/noutbuki/igrovoy_ultrabuk_s_gt750_full_hd_ips_14i56gb_1709150889;21 990;м. Площадь Восстания
Ультрабук Acer Aspire Timeline Ultra M3-581TG-i3;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_aspire_timeline_ultra_m3-581tg-i3_587354202;16 000;м. Проспект Ветеранов
Ультрабук c тачскрином Fujitsu LifeBook U745;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_c_tachskrinom_fujitsu_lifebook_u745_1203997965?slocation=653240;26 000;
Ультрабук Dell;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_1407475225;74 600;м. Достоевская
Ультрабук Lenovo ThinkPad X1 Carbon Core i7 8550U;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_thinkpad_x1_carbon_core_i7_8550u_1348764288;128 18;м. Достоевская
Ультрабук asus ZenBook UX305F;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_ux305f_1307526803?slocation=653240;33 900;
Ультрабук asus 4 Гб, SSD 250, Intel (R) i3;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_4_gb_ssd_250_intel_r_i3_1579401581?slocation=653240;23 000;
Продам ультрабук Asus F200MA;https://www.avito.ru/sankt-peterburg/noutbuki/prodam_ultrabuk_asus_f200ma_1169810277;7 900 ;м. Василеостровская
Быстрый Ультрабук Core i5-4200U\4GB\128 GB SSD;https://www.avito.ru/sankt-peterburg/noutbuki/bystryy_ultrabuk_core_i5-4200u4gb128_gb_ssd_1100454157;15 999;м. Адмиралтейская
Ультрабук HP 840 G1 TouchScreen сенсорный;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_840_g1_touchscreen_sensornyy_1697876287;26 000;м. Комендантский проспект
Железный ультрабук, Dell E7440, i5, FullHD IPS,SSD;https://www.avito.ru/sankt-peterburg/noutbuki/zheleznyy_ultrabuk_dell_e7440_i5_fullhd_ipsssd_1670821811;34 000;м. Площадь Мужества
Ультрабук Lenovo 360Gb-Ram 4-озу Core i5;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_360gb-ram_4-ozu_core_i5_1386230636?slocation=653240;13 000;
Продается ультрабук mllse;https://www.avito.ru/sankt-peterburg/noutbuki/prodaetsya_ultrabuk_mllse_1543341994?slocation=653240;39 999;
Ультрабук Acer Aspire V5-571-323b4G32Mass разбит;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_aspire_v5-571-323b4g32mass_razbit_789777248;11 990;м. Лиговский проспект
"13.3"" Ультрабук asus ZenBook UX310UQ";https://www.avito.ru/sankt-peterburg/noutbuki/13.3_ultrabuk_asus_zenbook_ux310uq_932525423;37 999;м. Площадь Восстания
Ультрабук HP Elitebook Folio 1040, Core i5;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_folio_1040_core_i5_1133114899;26 990;м. Садовая
Белоснежный Ультрабук\Core i3 3120M\6-Гигов\Ati 2g;https://www.avito.ru/sankt-peterburg/noutbuki/belosnezhnyy_ultrabukcore_i3_3120m6-gigovati_2g_1421447644;12 999;м. Адмиралтейская
Acer Aspire Ультрабук В металле\2-Ядра\4-Гига;https://www.avito.ru/sankt-peterburg/noutbuki/acer_aspire_ultrabuk_v_metalle2-yadra4-giga_1659050348;7 999 ;м. Адмиралтейская
Acer Ультрабук в металле\2-Ядра\3-Гига;https://www.avito.ru/sankt-peterburg/noutbuki/acer_ultrabuk_v_metalle2-yadra3-giga_1070850254;9 000 ;
Новый ультрабук Prestigio SmartBook 141A03;https://www.avito.ru/sankt-peterburg_pushkin/noutbuki/novyy_ultrabuk_prestigio_smartbook_141a03_1371471734?slocation=653240;6 500 ;
Ультрабук HP pavilion 15-B156SR Core i3 игровой;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_pavilion_15-b156sr_core_i3_igrovoy_966169544;14 900;м. Гражданский проспект
Ультрабук (ноутбук) SAMSUNG NP530U3C-A04EE;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_noutbuk_samsung_np530u3c-a04ee_1598043951?slocation=653240;15 000;
Ультрабук в металле\Core i7\4-Ядра\4-GB\13 дюймов;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_v_metallecore_i74-yadra4-gb13_dyuymov_1398092150;17 999;м. Адмиралтейская
Ультрабук Acer;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_1009888958;40 980;м. Достоевская
"15"" Full Ультрабук HP ProBook на i5 4210, 8г, SSD";https://www.avito.ru/sankt-peterburg/noutbuki/15_full_ultrabuk_hp_probook_na_i5_4210_8g_ssd_1639078068?slocation=653240;28 000;
HP Elitebook Folio 1040 cтильный ультрабук как нов;https://www.avito.ru/sankt-peterburg/noutbuki/hp_elitebook_folio_1040_ctilnyy_ultrabuk_kak_nov_1127517338;29 500;м. Улица Дыбенко
Macbook AIR Ультрабук \13 Дюймов/2-Ядра;https://www.avito.ru/sankt-peterburg/noutbuki/macbook_air_ultrabuk_13_dyuymov2-yadra_1402050936;15 999;
Ультрабук HP (2-Ядра, 2GB, 500GB);https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_2-yadra_2gb_500gb_1030122120;9 000 ;м. Автово
HP EliteBook Премиум Ультрабук\i7 4600\4GB\подсв;https://www.avito.ru/sankt-peterburg/noutbuki/hp_elitebook_premium_ultrabuki7_46004gbpodsv_1667943864;17 000;м. Адмиралтейская
Ультрабук Irbis NB99 в рассрочку новинка;https://www.avito.ru/sankt-peterburg_pushkin/noutbuki/ultrabuk_irbis_nb99_v_rassrochku_novinka_1462534379;5 638 ;
"ThinkPad X240, Ультрабук, 12.5"", i5, SSD, 2-акб";https://www.avito.ru/sankt-peterburg/noutbuki/thinkpad_x240_ultrabuk_12.5_i5_ssd_2-akb_920722044;24 000;м. Старая деревня
Acer V5 Ультрабук С подсветкой\Core i3\6-гигов;https://www.avito.ru/sankt-peterburg/noutbuki/acer_v5_ultrabuk_s_podsvetkoycore_i36-gigov_949597013;12 999;м. Адмиралтейская
Ультрабук dell XPS12;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_xps12_1106458822?slocation=653240;20 000;
Ультрабук Sony Vaio PCG-4121DM Гарантия;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_sony_vaio_pcg-4121dm_garantiya_1437345655;27 700;м. Озерки
HP хороший ультрабук;https://www.avito.ru/sankt-peterburg/noutbuki/hp_horoshiy_ultrabuk_1099307635;10 000;м. Проспект Просвещения
Ультрабук Lenovo ThinkPad X1 Carbon;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_thinkpad_x1_carbon_1634354741?slocation=653240;30 000;
Sony Vaio Core Ультрабук.4-Ядра\4-Гига\подс клавиш;https://www.avito.ru/sankt-peterburg/noutbuki/sony_vaio_core_ultrabuk.4-yadra4-gigapods_klavish_964449179;12 999;м. Адмиралтейская
"Lenovo ультрабук 12.1"" HD, Core i5, 8Gb, 128Gb SSD";https://www.avito.ru/sankt-peterburg/noutbuki/lenovo_ultrabuk_12.1_hd_core_i5_8gb_128gb_ssd_1212910469?slocation=653240;24 400;
Ультрабук Fujitsu u772;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_fujitsu_u772_1436937426;16 000;м. Проспект Просвещения
Новый ультрабук Asus 403SA 4 ядра / диск SSD;https://www.avito.ru/sankt-peterburg/noutbuki/novyy_ultrabuk_asus_403sa_4_yadra_disk_ssd_938872038;16 00;м. Новочеркасская
Ноутбук;https://www.avito.ru/sankt-peterburg/noutbuki/noutbuk_1058262874;3 000;м. Новочеркасская
Новый Asus Zenbook UX330 супер тонкий 512Гб SSD;https://www.avito.ru/sankt-peterburg/noutbuki/novyy_asus_zenbook_ux330_super_tonkiy_512gb_ssd_1216729072;51 00;м. Новочеркасская
Игровой Ноутбук;https://www.avito.ru/sankt-peterburg/noutbuki/igrovoy_noutbuk_1473934560;21 88;м. Проспект Ветеранов
Ультрабук Timeline \2-Ядра\3-Гига\320gb HDD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_timeline_2-yadra3-giga320gb_hdd_937540086;7 999;м. Адмиралтейская
Ультрабук Fujitsu Lifebook U772 Японец;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_fujitsu_lifebook_u772_yaponets_930168441;19 90;м. Озерки
Ультрабук HP 15.6 i7-2640M/16гб/2Гб/1Тб на гаранти;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_15.6_i7-2640m16gb2gb1tb_na_garanti_1215637047?slocation=653240;18 50;
"Ультрабук HP Folio 9470m i5-3437U/4096/128 SSD 14""";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_folio_9470m_i5-3437u4096128_ssd_14_1149362357;20 00;м. Международная
"Ультрабук HP 9470m Core i5, 14""";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_9470m_core_i5_14_929037021;21 80;м. Новочеркасская
Ультрабук asus ZenBook UX330C;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_ux330c_1720789377?slocation=653240;39 99;
Ультрабук Sony PCG-31111V (vpcz12X9R) i7/6/180;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_sony_pcg-31111v_vpcz12x9r_i76180_1583221228;20 00;м. Площадь Ленина
Ультрабук HP Folio 13 на Core i5 и SSD как Новый;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_folio_13_na_core_i5_i_ssd_kak_novyy_1376184849;25 99;м. Проспект Ветеранов
Ультрабук Lenovo IdeaPad U330p алюминий;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_ideapad_u330p_alyuminiy_1281206836;19 90;м. Озерки
Ультрабук HP Elitebook Folio + Гарантия;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_folio_garantiya_1184379918;24 00;м. Озерки
Ультрабук HP 840 G1 Сore i7 IPS FullHD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_840_g1_sore_i7_ips_fullhd_1463445065;33 00;м. Комендантский проспект
Ультрабук Acer v5\4-Ядра\4-Гига\с подсветкой клав;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_v54-yadra4-gigas_podsvetkoy_klav_1620848095;12 99;м. Адмиралтейская
Ультрабук Dell E7240 бизнес серия + гарантия;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_e7240_biznes_seriya_garantiya_1445071156;29 90;м. Озерки
Ультрабук HP Folio 9470m Core i5 с Гарантией;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_folio_9470m_core_i5_s_garantiey_1256366230;19 99;м. Озерки
Ультрабук HP Elitebook Folio 9470m i7 SSD 128GB;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_folio_9470m_i7_ssd_128gb_918204056?slocation=653240;22 99;
Ультрабук Acer V5 A8 Quad-Core как Новый;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_v5_a8_quad-core_kak_novyy_1108049900;15 00;м. Проспект Ветеранов
Ультрабук Hp Spectre 13;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_spectre_13_1445858217?slocation=653240;55 00;
Ультрабук \4-Ядра\ core I3\4-Гига\с подсветкой;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_4-yadra_core_i34-gigas_podsvetkoy_930962113;12 99;
"Ультрабук 14"" HP EliteBook 840 G1 дискретное видео";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_14_hp_elitebook_840_g1_diskretnoe_video_1013326394?slocation=653240;23 00;
"Ультрабук 14"" с 2 аккумами Lenovo Thinkpad T440s";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_14_s_2_akkumami_lenovo_thinkpad_t440s_984193379?slocation=653240;21 00;
"Ультрабук метал. 12"" Dell Latitude E7240";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_metal._12_dell_latitude_e7240_980254754?slocation=653240;18 00;
"Ультрабук 14"" IPS FullHD - Dell Latitude E7440";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_14_ips_fullhd_-_dell_latitude_e7440_1208817454?slocation=653240;24 00;
"Ультрабук Lenovo, i5, 14"" FullHD+IPS, SSD, LTE";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_i5_14_fullhdips_ssd_lte_1685329722?slocation=653240;32 00;
Ультрабук в металле\Core i5\4-гига\14 дюймов;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_v_metallecore_i54-giga14_dyuymov_1201992623;16 99;м. Парк Победы
"Ультрабук SAMSUNG 13,3"" Core i5 8Gb с Подарком";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_samsung_133_core_i5_8gb_s_podarkom_1305545160;22 00;м. Проспект Ветеранов
Ультрабук HP Elitebook Folio 9470m HD+ SSD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_folio_9470m_hd_ssd_1145388247?slocation=653240;24 00;
Ультрабук HP ProBook 430 i5\ 8 Gb;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_probook_430_i5_8_gb_1693570626;21 99;м. Новочеркасская
"Ультрабук 12"" IPS Lenovo ThinkPad X240 SSD";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_12_ips_lenovo_thinkpad_x240_ssd_1208783496?slocation=653240;20 00;
Ультрабук asus ZenBook UX21A;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_ux21a_1614208677?slocation=653240;20 00;
Ультрабук 4-Ядра AMD A\4-гб\Hdd 500 gb\Ati 3g;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_4-yadra_amd_a4-gbhdd_500_gbati_3g_1126142746;11 00;
Ультрабук Acer;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_1505971668;44 64;м. Достоевская
Ультрабук Dell inspiron 15 P40F001 haswell;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_inspiron_15_p40f001_haswell_1431319692;12 50;м. Лесная
Ультрабук Lenovo ThinkPad X1 Carbon;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_thinkpad_x1_carbon_766797498;36 00;м. Озерки
"Ультрабук Acer V5 на Core i5 и GeForce 15""";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_v5_na_core_i5_i_geforce_15_1049113011;19 00;м. Проспект Ветеранов
Ультрабук asus ZenBook ux410uq 500Gb SSD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_ux410uq_500gb_ssd_980167970?slocation=653240;74 00;
Ультрабук lenovo u330p;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_u330p_1648670693?slocation=653240;14 50;
"Ультрабук HP 9470m Core i5, 500Гб винчестер, 14""";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_9470m_core_i5_500gb_vinchester_14_1653926871;21 50;м. Новочеркасская
Ультрабук HP EliteBook 820 G1 Core i7;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_820_g1_core_i7_1036232030;26 50;м. Ладожская
Ультрабук asus UX310U/13.3 /i5-7200/940MX;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_ux310u13.3_i5-7200940mx_969751670;37 99;м. Площадь Восстания
"Ультрабук Asus ZenBook 13"" Core i7 SSD 128Gb";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_13_core_i7_ssd_128gb_1550042575;25 00;м. Проспект Ветеранов
Ультрабук HP EliteBook 820 G2;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_820_g2_1421170091;25 50;м. Ладожская
Ультрабук Hp EliteBook 850 G2 Сенсорный игровой;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_850_g2_sensornyy_igrovoy_1403203654;38 50;м. Ладожская
"Ультрабук HP Elitebook, 14"" IPS full HD";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_14_ips_full_hd_1282249824;25 90;м. Старая деревня
Ультрабук Asus X201E комплект в коробке;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_x201e_komplekt_v_korobke_1465617889;6 500;м. Московская
"Ультрабук 14"" 1600*900 HP Elitebook 840";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_14_1600900_hp_elitebook_840_1400389076?slocation=653240;19 00;
Ультрабук Lenovo обмен;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_obmen_1346922740?slocation=653240;16 00;
Ультрабук HP Folio 9470m Core i7 SSD HD+;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_folio_9470m_core_i7_ssd_hd_1271150311;26 50;м. Ладожская
Ультрабук Microstar X340 с проблемами;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_microstar_x340_s_problemami_779610218;6 850;м. Проспект Просвещения
Ультрабук HP 14-bp102ur;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_14-bp102ur_1039423363?slocation=653240;39 00;
Ультрабук Dell 9550 4k / i7 / 16гб / 512гб ssd;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_dell_9550_4k_i7_16gb_512gb_ssd_1641021445?slocation=653240;66 99;
Ноутбуки;https://www.avito.ru/sankt-peterburg/noutbuki/noutbuki_964467998;19 99;м. Проспект Ветеранов
Ноутбук Asus;https://www.avito.ru/sankt-peterburg/noutbuki/noutbuk_asus_1358020932;27 88;м. Проспект Ветеранов
Игровой Ноутбук;https://www.avito.ru/sankt-peterburg/noutbuki/igrovoy_noutbuk_1486576013;28 88;м. Проспект Ветеранов
Acer Swift 3, Core i7 (8th gen), новый. (Гарантия);https://www.avito.ru/sankt-peterburg/noutbuki/acer_swift_3_core_i7_8th_gen_novyy._garantiya_1252009275?slocation=653240;52 00;
"Красивый ультрабук Fujitsu U772. Core i5, SSD, 14""";https://www.avito.ru/sankt-peterburg/noutbuki/krasivyy_ultrabuk_fujitsu_u772._core_i5_ssd_14_707320442;26 50;м. Новочеркасская
"Asus E403 уникальный 14"" новый ультрабук, металл";https://www.avito.ru/sankt-peterburg/noutbuki/asus_e403_unikalnyy_14_novyy_ultrabuk_metall_973040650;17 00;м. Новочеркасская
Новый ультрабук Asus 403SA 4 ядра / диск SSD;https://www.avito.ru/sankt-peterburg/noutbuki/novyy_ultrabuk_asus_403sa_4_yadra_disk_ssd_938872038;16 00;м. Новочеркасская
Ультрабук HP Folio 9470 Core i5 стильный и легкий;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_folio_9470_core_i5_stilnyy_i_legkiy_963825971;23 90;м. Озерки
Ультрабук SAMSUNG матрица IPS 1.1 кг металл;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_samsung_matritsa_ips_1.1_kg_metall_946119428;29 90;м. Озерки
Ультрабук-трансформер Lenovo IdeaPad Yoga 2 Pro;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk-transformer_lenovo_ideapad_yoga_2_pro_1089948641?slocation=653240;72 00;
Ультрабук Prestigio smartbook full hd ips;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_prestigio_smartbook_full_hd_ips_1011482788;11 00;м. Площадь Мужества
"Ультрабук HP 15"", i5-3337U, 8Гб, SSD120, HDD500";https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_15_i5-3337u_8gb_ssd120_hdd500_935755372?slocation=653240;15 00;
Ультрабук Lenovo ThinkPad X240 - i5 / 4Gb / 128SSD;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_thinkpad_x240_-_i5_4gb_128ssd_1563839607?slocation=653240;18 95;
Ультрабук-Трансформер 13.3 FHD 4ядра-4гига BT/WF;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk-transformer_13.3_fhd_4yadra-4giga_btwf_1161021902;23 99;м. Площадь Ленина
Ультрабук трансформер Dell 13 7353 2 в 1. i3 8гб;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_transformer_dell_13_7353_2_v_1._i3_8gb_1703925612?slocation=653240;23 99;
Ультрабук трансформер 2 в 1 Dell 3153;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_transformer_2_v_1_dell_3153_1480417979?slocation=653240;13 99;
Ультрабук Acer aspire v5 cpu967/620m/4gb/500gb;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_aspire_v5_cpu967620m4gb500gb_1280079256?slocation=653240;10 50;
Ультрабук asus x201e;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_x201e_1628471772;4 300;м. Комендантский проспект
Ультрабук Acer v5 - 531 по запчастям;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_v5_-_531_po_zapchastyam_785300579;9 850;м. Проспект Просвещения
Ультрабук Asus ZenBook 3 UX390U i5 8Gb 512Gb;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_3_ux390u_i5_8gb_512gb_1389276914;59 00;м. Садовая
Ультрабук lenovo 710s Plus-13ISK;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_lenovo_710s_plus-13isk_955836802?slocation=653240;41 00;
Ультрабук трансформер Acer r3 471tg 52yz;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_transformer_acer_r3_471tg_52yz_964460196?slocation=653240;21 00;
Ультрабук Asus ZenBook Flip UX360CA-C4112TS;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_zenbook_flip_ux360ca-c4112ts_1228399656;45 00;м. Комендантский проспект
Ультрабук SAMSUNG 530u3c по запчастям;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_samsung_530u3c_po_zapchastyam_778540805;9 850;м. Проспект Просвещения
Ультрабук microXperts i5-3317u;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_microxperts_i5-3317u_1530446805?slocation=653240;22 00;
"Нов.Ультрабук Asus Zenbook UX305 Core M, SSD, 13""";https://www.avito.ru/sankt-peterburg/noutbuki/nov.ultrabuk_asus_zenbook_ux305_core_m_ssd_13_1079692150;42 00;м. Новочеркасская
Тонкий ультрабук SAMSUNG i5-6200, ssd 256;https://www.avito.ru/sankt-peterburg/noutbuki/tonkiy_ultrabuk_samsung_i5-6200_ssd_256_1053369261?slocation=653240;28 00;
Ультрабук HP EliteBook Folio 9470m core i5-3437U;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_hp_elitebook_folio_9470m_core_i5-3437u_1108297662;28 00;м. Площадь Мужества
HP EliteBook 840 G1 ультрабук;https://www.avito.ru/sankt-peterburg/noutbuki/hp_elitebook_840_g1_ultrabuk_1142472587;22 00;м. Комендантский проспект
"Нов.Ультрабук Zenbook UX310UA Core i7, 13""";https://www.avito.ru/sankt-peterburg/noutbuki/nov.ultrabuk_zenbook_ux310ua_core_i7_13_1057686628;46 80;м. Новочеркасская
Ультрабук до 8ч без зарядки, 6гб озу, 4 ядра;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_do_8ch_bez_zaryadki_6gb_ozu_4_yadra_1545996317;17 50;м. Проспект Ветеранов
HP EliteBook 840 G1 IPS FullHD ультрабук;https://www.avito.ru/sankt-peterburg/noutbuki/hp_elitebook_840_g1_ips_fullhd_ultrabuk_1042427488;25 00;м. Комендантский проспект
Asus ультрабук E403SA-WX0017T N3700 2Gb 32Gb SSD;https://www.avito.ru/sankt-peterburg/noutbuki/asus_ultrabuk_e403sa-wx0017t_n3700_2gb_32gb_ssd_1365304218;11 99;м. Площадь Ленина
Ультрабук asus UX305FA;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_asus_ux305fa_1218064550;30 00;м. Купчино
Dell e7240 Core i5-4200u ультрабук IPS Экран;https://www.avito.ru/sankt-peterburg/noutbuki/dell_e7240_core_i5-4200u_ultrabuk_ips_ekran_932043875;23 00;м. Комендантский проспект
"Нов.Ультрабук Asus UX330 Core i7, SSD, 13""";https://www.avito.ru/sankt-peterburg/noutbuki/nov.ultrabuk_asus_ux330_core_i7_ssd_13_973692500;55 40;м. Новочеркасская
Нов. Мощный Ультрабук Asus K501UQ Core i7, GeForce;https://www.avito.ru/sankt-peterburg/noutbuki/nov._moschnyy_ultrabuk_asus_k501uq_core_i7_geforce_1123164066;43 00;м. Новочеркасская
Ультрабук Acer aspire V5;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_aspire_v5_1503842660;12 99;м. Новочеркасская
Ультрабук Acer aspire E1-570G /GT 740M/ 8 Gb/ 320;https://www.avito.ru/sankt-peterburg/noutbuki/ultrabuk_acer_aspire_e1-570g_gt_740m_8_gb_320_1462042208;19 99;м. Новочеркасская
Четырехядерный Ультрабук (батарея на 6часов);https://www.avito.ru/sankt-peterburg/noutbuki/chetyrehyadernyy_ultrabuk_batareya_na_6chasov_1313442342;8 000;м. Парк Победы
